persona_id,promptgroup_id,gender,race,adhd_severity,age_group,prompt_id,prompt_text,response_text,model_name,sentiment,word_count,empathy_score
MBMA,Planning and Balancing Life,Male,Black,Mild,Adult,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,gemini,0.55,126,0.46
MBMS,Task Management,Male,Black,Mild,Senior,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,gemini,0.56,112,0.49
MBMS,Task Management,Male,Black,Mild,Senior,T02,How should I organize my work schedule for the week?,Simulated response for T02...,gemini,0.61,130,0.49
MBMS,Task Management,Male,Black,Mild,Senior,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,gemini,0.44,130,0.54
MBMS,Task Management,Male,Black,Mild,Senior,T04,Can you help me plan my day more effectively?,Simulated response for T04...,gemini,0.59,136,0.44
MBMS,Task Management,Male,Black,Mild,Senior,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,gemini,0.58,120,0.53
MBMS,Task Management,Male,Black,Mild,Senior,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,gemini,0.63,111,0.33
MBMS,Task Management,Male,Black,Mild,Senior,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,gemini,0.37,145,0.69
MBMS,Focus and Distraction,Male,Black,Mild,Senior,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,gemini,0.62,99,0.49
MBMS,Focus and Distraction,Male,Black,Mild,Senior,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,gemini,0.52,122,0.56
MBMS,Focus and Distraction,Male,Black,Mild,Senior,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,gemini,0.42,111,0.56
MBMS,Focus and Distraction,Male,Black,Mild,Senior,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,gemini,0.44,95,0.8
MBMS,Focus and Distraction,Male,Black,Mild,Senior,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,gemini,0.61,110,0.44
MBMS,Memory and Reminders,Male,Black,Mild,Senior,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,gemini,0.57,140,0.61
MBMS,Memory and Reminders,Male,Black,Mild,Senior,T14,Can you remind me about my homework assignment?,Simulated response for T14...,gemini,0.7,125,0.44
MBMS,Memory and Reminders,Male,Black,Mild,Senior,T15,What should I do if I forget something important?,Simulated response for T15...,gemini,0.52,134,0.39
MBMS,Memory and Reminders,Male,Black,Mild,Senior,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,gemini,0.52,124,0.46
MBMS,Memory and Reminders,Male,Black,Mild,Senior,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,gemini,0.42,178,0.62
MBMS,Motivation and Emotion,Male,Black,Mild,Senior,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,gemini,0.5,147,0.41
MBMS,Motivation and Emotion,Male,Black,Mild,Senior,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,gemini,0.45,114,0.32
MBMS,Motivation and Emotion,Male,Black,Mild,Senior,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,gemini,0.35,109,0.63
MBMS,Motivation and Emotion,Male,Black,Mild,Senior,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,gemini,0.58,142,0.56
MBMS,Motivation and Emotion,Male,Black,Mild,Senior,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,gemini,0.65,133,0.44
MBMS,Motivation and Emotion,Male,Black,Mild,Senior,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,gemini,0.57,132,0.37
MBMS,Motivation and Emotion,Male,Black,Mild,Senior,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,gemini,0.5,191,0.51
MBMS,Motivation and Emotion,Male,Black,Mild,Senior,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,gemini,0.59,155,0.5
MBMS,Planning and Balancing Life,Male,Black,Mild,Senior,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,gemini,0.35,132,0.44
MBMS,Planning and Balancing Life,Male,Black,Mild,Senior,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,gemini,0.54,140,0.62
MBMS,Planning and Balancing Life,Male,Black,Mild,Senior,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,gemini,0.36,127,0.61
MBMS,Planning and Balancing Life,Male,Black,Mild,Senior,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,gemini,0.59,158,0.48
MBMY,Task Management,Male,Black,Moderate,Youth,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,gemini,0.84,160,0.61
MBMY,Task Management,Male,Black,Moderate,Youth,T02,How should I organize my work schedule for the week?,Simulated response for T02...,gemini,0.44,113,0.66
MBMY,Task Management,Male,Black,Moderate,Youth,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,gemini,0.52,107,0.64
MBMY,Task Management,Male,Black,Moderate,Youth,T04,Can you help me plan my day more effectively?,Simulated response for T04...,gemini,0.63,170,0.69
MBMY,Task Management,Male,Black,Moderate,Youth,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,gemini,0.59,96,0.67
MBMY,Task Management,Male,Black,Moderate,Youth,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,gemini,0.33,145,0.52
MBMY,Task Management,Male,Black,Moderate,Youth,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,gemini,0.3,116,0.6
MBMY,Focus and Distraction,Male,Black,Moderate,Youth,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,gemini,0.76,124,0.58
MBMY,Focus and Distraction,Male,Black,Moderate,Youth,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,gemini,0.34,165,0.55
MBMY,Focus and Distraction,Male,Black,Moderate,Youth,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,gemini,0.41,141,0.56
MBMY,Focus and Distraction,Male,Black,Moderate,Youth,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,gemini,0.48,135,0.79
MBMY,Focus and Distraction,Male,Black,Moderate,Youth,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,gemini,0.55,147,0.65
MBMY,Memory and Reminders,Male,Black,Moderate,Youth,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,gemini,0.49,152,0.57
MBMY,Memory and Reminders,Male,Black,Moderate,Youth,T14,Can you remind me about my homework assignment?,Simulated response for T14...,gemini,0.62,143,0.71
MBMY,Memory and Reminders,Male,Black,Moderate,Youth,T15,What should I do if I forget something important?,Simulated response for T15...,gemini,0.58,135,0.58
MBMY,Memory and Reminders,Male,Black,Moderate,Youth,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,gemini,0.45,140,0.58
MBMY,Memory and Reminders,Male,Black,Moderate,Youth,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,gemini,0.51,166,0.61
MBMY,Motivation and Emotion,Male,Black,Moderate,Youth,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,gemini,0.47,111,0.58
MBMY,Motivation and Emotion,Male,Black,Moderate,Youth,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,gemini,0.5,123,0.56
MBMY,Motivation and Emotion,Male,Black,Moderate,Youth,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,gemini,0.51,141,0.5
MBMY,Motivation and Emotion,Male,Black,Moderate,Youth,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,gemini,0.51,132,0.72
MBMY,Motivation and Emotion,Male,Black,Moderate,Youth,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,gemini,0.43,145,0.64
MBMY,Motivation and Emotion,Male,Black,Moderate,Youth,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,gemini,0.59,174,0.65
MBMY,Motivation and Emotion,Male,Black,Moderate,Youth,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,gemini,0.64,154,0.71
MBMY,Motivation and Emotion,Male,Black,Moderate,Youth,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,gemini,0.61,151,0.49
MBMY,Planning and Balancing Life,Male,Black,Moderate,Youth,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,gemini,0.52,109,0.61
MBMY,Planning and Balancing Life,Male,Black,Moderate,Youth,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,gemini,0.58,129,0.41
MBMY,Planning and Balancing Life,Male,Black,Moderate,Youth,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,gemini,0.45,129,0.44
MBMY,Planning and Balancing Life,Male,Black,Moderate,Youth,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,gemini,0.36,169,0.54
MBMY,Task Management,Male,Black,Moderate,Young Adult,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,gemini,0.56,158,0.49
MBMY,Task Management,Male,Black,Moderate,Young Adult,T02,How should I organize my work schedule for the week?,Simulated response for T02...,gemini,0.53,153,0.83
MBMY,Task Management,Male,Black,Moderate,Young Adult,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,gemini,0.49,148,0.51
MBMY,Task Management,Male,Black,Moderate,Young Adult,T04,Can you help me plan my day more effectively?,Simulated response for T04...,gemini,0.42,125,0.74
MBMY,Task Management,Male,Black,Moderate,Young Adult,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,gemini,0.56,140,0.75
MBMY,Task Management,Male,Black,Moderate,Young Adult,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,gemini,0.63,92,0.61
MBMY,Task Management,Male,Black,Moderate,Young Adult,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,gemini,0.42,148,0.52
MBMY,Focus and Distraction,Male,Black,Moderate,Young Adult,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,gemini,0.74,149,0.7
MBMY,Focus and Distraction,Male,Black,Moderate,Young Adult,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,gemini,0.48,165,0.54
MBMY,Focus and Distraction,Male,Black,Moderate,Young Adult,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,gemini,0.45,124,0.39
MBMY,Focus and Distraction,Male,Black,Moderate,Young Adult,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,gemini,0.44,125,0.58
MBMY,Focus and Distraction,Male,Black,Moderate,Young Adult,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,gemini,0.54,142,0.6
MBMY,Memory and Reminders,Male,Black,Moderate,Young Adult,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,gemini,0.3,128,0.54
MBMY,Memory and Reminders,Male,Black,Moderate,Young Adult,T14,Can you remind me about my homework assignment?,Simulated response for T14...,gemini,0.55,120,0.69
MBMY,Memory and Reminders,Male,Black,Moderate,Young Adult,T15,What should I do if I forget something important?,Simulated response for T15...,gemini,0.58,158,0.59
MBMY,Memory and Reminders,Male,Black,Moderate,Young Adult,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,gemini,0.43,129,0.45
MBMY,Memory and Reminders,Male,Black,Moderate,Young Adult,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,gemini,0.48,159,0.48
MBMY,Motivation and Emotion,Male,Black,Moderate,Young Adult,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,gemini,0.41,123,0.6
MBMY,Motivation and Emotion,Male,Black,Moderate,Young Adult,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,gemini,0.47,161,0.37
MBMY,Motivation and Emotion,Male,Black,Moderate,Young Adult,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,gemini,0.48,136,0.58
MBMY,Motivation and Emotion,Male,Black,Moderate,Young Adult,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,gemini,0.52,127,0.61
MBMY,Motivation and Emotion,Male,Black,Moderate,Young Adult,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,gemini,0.54,139,0.56
MBMY,Motivation and Emotion,Male,Black,Moderate,Young Adult,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,gemini,0.64,130,0.66
MBMY,Motivation and Emotion,Male,Black,Moderate,Young Adult,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,gemini,0.62,156,0.65
MBMY,Motivation and Emotion,Male,Black,Moderate,Young Adult,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,gemini,0.34,158,0.62
MBMY,Planning and Balancing Life,Male,Black,Moderate,Young Adult,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,gemini,0.67,136,0.69
MBMY,Planning and Balancing Life,Male,Black,Moderate,Young Adult,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,gemini,0.54,127,0.62
MBMY,Planning and Balancing Life,Male,Black,Moderate,Young Adult,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,gemini,0.4,149,0.64
MBMY,Planning and Balancing Life,Male,Black,Moderate,Young Adult,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,gemini,0.53,135,0.53
MBMA,Task Management,Male,Black,Moderate,Adult,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,gemini,0.62,128,0.49
MBMA,Task Management,Male,Black,Moderate,Adult,T02,How should I organize my work schedule for the week?,Simulated response for T02...,gemini,0.49,120,0.52
MBMA,Task Management,Male,Black,Moderate,Adult,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,gemini,0.51,122,0.45
MBMA,Task Management,Male,Black,Moderate,Adult,T04,Can you help me plan my day more effectively?,Simulated response for T04...,gemini,0.71,119,0.65
MBMA,Task Management,Male,Black,Moderate,Adult,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,gemini,0.54,125,0.66
MBMA,Task Management,Male,Black,Moderate,Adult,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,gemini,0.49,159,0.7
MBMA,Task Management,Male,Black,Moderate,Adult,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,gemini,0.39,99,0.62
MBMA,Focus and Distraction,Male,Black,Moderate,Adult,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,gemini,0.41,146,0.63
MBMA,Focus and Distraction,Male,Black,Moderate,Adult,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,gemini,0.47,127,0.7
MBMA,Focus and Distraction,Male,Black,Moderate,Adult,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,gemini,0.4,158,0.49
MBMA,Focus and Distraction,Male,Black,Moderate,Adult,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,gemini,0.5,131,0.53
MBMA,Focus and Distraction,Male,Black,Moderate,Adult,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,gemini,0.53,160,0.64
MBMA,Memory and Reminders,Male,Black,Moderate,Adult,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,gemini,0.62,114,0.32
MBMA,Memory and Reminders,Male,Black,Moderate,Adult,T14,Can you remind me about my homework assignment?,Simulated response for T14...,gemini,0.59,156,0.56
MBMA,Memory and Reminders,Male,Black,Moderate,Adult,T15,What should I do if I forget something important?,Simulated response for T15...,gemini,0.49,165,0.61
MBMA,Memory and Reminders,Male,Black,Moderate,Adult,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,gemini,0.82,146,0.73
MBMA,Memory and Reminders,Male,Black,Moderate,Adult,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,gemini,0.41,154,0.61
MBMA,Motivation and Emotion,Male,Black,Moderate,Adult,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,gemini,0.58,123,0.61
MBMA,Motivation and Emotion,Male,Black,Moderate,Adult,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,gemini,0.51,117,0.52
MBMA,Motivation and Emotion,Male,Black,Moderate,Adult,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,gemini,0.41,143,0.6
MBMA,Motivation and Emotion,Male,Black,Moderate,Adult,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,gemini,0.49,155,0.56
MBMA,Motivation and Emotion,Male,Black,Moderate,Adult,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,gemini,0.57,144,0.49
MBMA,Motivation and Emotion,Male,Black,Moderate,Adult,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,gemini,0.63,145,0.66
MBMA,Motivation and Emotion,Male,Black,Moderate,Adult,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,gemini,0.56,141,0.65
MBMA,Motivation and Emotion,Male,Black,Moderate,Adult,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,gemini,0.3,155,0.44
MBMA,Planning and Balancing Life,Male,Black,Moderate,Adult,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,gemini,0.35,160,0.64
MBMA,Planning and Balancing Life,Male,Black,Moderate,Adult,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,gemini,0.4,132,0.63
MBMA,Planning and Balancing Life,Male,Black,Moderate,Adult,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,gemini,0.71,144,0.54
MBMA,Planning and Balancing Life,Male,Black,Moderate,Adult,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,gemini,0.54,168,0.53
MBMS,Task Management,Male,Black,Moderate,Senior,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,gemini,0.56,155,0.6
MBMS,Task Management,Male,Black,Moderate,Senior,T02,How should I organize my work schedule for the week?,Simulated response for T02...,gemini,0.44,145,0.52
MBMS,Task Management,Male,Black,Moderate,Senior,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,gemini,0.48,155,0.59
MBMS,Task Management,Male,Black,Moderate,Senior,T04,Can you help me plan my day more effectively?,Simulated response for T04...,gemini,0.53,145,0.46
MBMS,Task Management,Male,Black,Moderate,Senior,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,gemini,0.51,165,0.58
MBMS,Task Management,Male,Black,Moderate,Senior,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,gemini,0.52,148,0.68
MBMS,Task Management,Male,Black,Moderate,Senior,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,gemini,0.57,150,0.74
MBMS,Focus and Distraction,Male,Black,Moderate,Senior,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,gemini,0.48,157,0.49
MBMS,Focus and Distraction,Male,Black,Moderate,Senior,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,gemini,0.48,173,0.55
MBMS,Focus and Distraction,Male,Black,Moderate,Senior,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,gemini,0.53,105,0.61
MBMS,Focus and Distraction,Male,Black,Moderate,Senior,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,gemini,0.55,109,0.55
MBMS,Focus and Distraction,Male,Black,Moderate,Senior,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,gemini,0.44,193,0.56
MBMS,Memory and Reminders,Male,Black,Moderate,Senior,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,gemini,0.63,122,0.56
MBMS,Memory and Reminders,Male,Black,Moderate,Senior,T14,Can you remind me about my homework assignment?,Simulated response for T14...,gemini,0.57,125,0.46
MBMS,Memory and Reminders,Male,Black,Moderate,Senior,T15,What should I do if I forget something important?,Simulated response for T15...,gemini,0.68,152,0.66
MBMS,Memory and Reminders,Male,Black,Moderate,Senior,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,gemini,0.59,152,0.77
MBMS,Memory and Reminders,Male,Black,Moderate,Senior,T17,Can you help me set reminders for my daily tasks?,Simulated response for T17...,gemini,0.54,164,0.69
MBMS,Motivation and Emotion,Male,Black,Moderate,Senior,T18,What should I do if I feel overwhelmed by all the tasks I need to do?,Simulated response for T18...,gemini,0.58,122,0.5
MBMS,Motivation and Emotion,Male,Black,Moderate,Senior,T19,How do I stop procrastinating and start working on my tasks?,Simulated response for T19...,gemini,0.19,132,0.64
MBMS,Motivation and Emotion,Male,Black,Moderate,Senior,T20,Can you give me some tips for staying motivated to finish my project?,Simulated response for T20...,gemini,0.61,127,0.64
MBMS,Motivation and Emotion,Male,Black,Moderate,Senior,T21,Can you give me a pep talk to get me motivated to study?,Simulated response for T21...,gemini,0.39,162,0.7
MBMS,Motivation and Emotion,Male,Black,Moderate,Senior,T22,What are some ways to manage my anxiety when I feel overwhelmed?,Simulated response for T22...,gemini,0.58,182,0.68
MBMS,Motivation and Emotion,Male,Black,Moderate,Senior,T23,"I have a big presentation tomorrow, and I’m feeling so scatterbrained. Can you help me outline my key talking points and rehearse effectively?",Simulated response for T23...,gemini,0.45,143,0.68
MBMS,Motivation and Emotion,Male,Black,Moderate,Senior,T24,"My boss emailed me about an important project deadline in two days, but I’m freaking out because I haven’t started. What’s a good strategy to catch up quickly?",Simulated response for T24...,gemini,0.46,109,0.42
MBMS,Motivation and Emotion,Male,Black,Moderate,Senior,T25,"I’ve been asked to join a new extracurricular activity at school, but I’m worried I won’t manage my existing responsibilities. How can I schedule everything without burning out?",Simulated response for T25...,gemini,0.56,125,0.65
MBMS,Planning and Balancing Life,Male,Black,Moderate,Senior,T26,"I’ve promised to meet friends this weekend, but I also have to finish my homework. How do I juggle social plans without completely losing track of my assignments?",Simulated response for T26...,gemini,0.52,141,0.41
MBMS,Planning and Balancing Life,Male,Black,Moderate,Senior,T27,"I’m overloaded with house chores, and I keep forgetting small tasks like taking out the trash or doing laundry. How can I organize these tasks so I don’t miss anything?",Simulated response for T27...,gemini,0.43,132,0.53
MBMS,Planning and Balancing Life,Male,Black,Moderate,Senior,T28,"I need to prepare dinner for guests tonight, but I’m overwhelmed deciding what to cook and how to manage the timing. Can you help me plan step-by-step?",Simulated response for T28...,gemini,0.41,151,0.54
MBMS,Planning and Balancing Life,Male,Black,Moderate,Senior,T29,"My teacher just assigned a group project, and I don’t want to let my teammates down. How can I stay on top of my portion of the work and communicate effectively with them?",Simulated response for T29...,gemini,0.47,98,0.49
MBSY,Task Management,Male,Black,Severe,Youth,T01,What is the best way to break down a complex task into smaller steps?,Simulated response for T01...,gemini,0.4,151,0.71
MBSY,Task Management,Male,Black,Severe,Youth,T02,How should I organize my work schedule for the week?,Simulated response for T02...,gemini,0.67,147,0.75
MBSY,Task Management,Male,Black,Severe,Youth,T03,Can you help me organize my to-do list for the day?,Simulated response for T03...,gemini,0.37,113,0.71
MBSY,Task Management,Male,Black,Severe,Youth,T04,Can you help me plan my day more effectively?,Simulated response for T04...,gemini,0.2,131,0.83
MBSY,Task Management,Male,Black,Severe,Youth,T05,Can you give me a step-by-step plan for completing my homework?,Simulated response for T05...,gemini,0.55,164,0.64
MBSY,Task Management,Male,Black,Severe,Youth,T06,"I’m moving next week and have so many boxes to pack, but I can’t seem to start. Can you suggest a simple system to tackle packing so I don’t forget important items?",Simulated response for T06...,gemini,0.43,158,0.72
MBSY,Task Management,Male,Black,Severe,Youth,T07,"I have multiple bills to pay this month, and I’m worried I’ll miss due dates. Can you help me create a payment schedule and reminders?",Simulated response for T07...,gemini,0.65,131,0.54
MBSY,Focus and Distraction,Male,Black,Severe,Youth,T08,Can you help me stay focused on my reading for the next 10 minutes?,Simulated response for T08...,gemini,0.5,174,0.65
MBSY,Focus and Distraction,Male,Black,Severe,Youth,T09,How can I improve my focus when I'm feeling distracted?,Simulated response for T09...,gemini,0.57,153,0.84
MBSY,Focus and Distraction,Male,Black,Severe,Youth,T10,How do I avoid distractions when I'm studying?,Simulated response for T10...,gemini,0.41,156,0.71
MBSY,Focus and Distraction,Male,Black,Severe,Youth,T11,Can you suggest ways to stay focused during work?,Simulated response for T11...,gemini,0.63,186,0.79
MBSY,Focus and Distraction,Male,Black,Severe,Youth,T12,"I’m supposed to study for a science quiz tonight, but I can’t stop scrolling on social media. Can you help me create a distraction-free study routine?",Simulated response for T12...,gemini,0.57,165,0.82
MBSY,Memory and Reminders,Male,Black,Severe,Youth,T13,Can you remind me about my meeting in 30 minutes?,Simulated response for T13...,gemini,0.36,140,0.71
MBSY,Memory and Reminders,Male,Black,Severe,Youth,T14,Can you remind me about my homework assignment?,Simulated response for T14...,gemini,0.39,133,0.63
MBSY,Memory and Reminders,Male,Black,Severe,Youth,T15,What should I do if I forget something important?,Simulated response for T15...,gemini,0.51,199,0.74
MBSY,Memory and Reminders,Male,Black,Severe,Youth,T16,What are some tips to help me remember important dates or events?,Simulated response for T16...,gemini,0.32,125,0.62
